,Unnamed: 0,height_feet,position,team_name,full_name,season,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
290,373,6.0,G,Minnesota Timberwolves,D'Angelo Russell,2019-20,41.0,32.4,23.6,8.2,19.1,43.1,3.6,9.7,37.4,3.5,4.3,80.3,0.4,3.4,3.8,6.5,3.2,1.0,0.3,2.0,38.8,3.0,0.0,-6.7
291,374,6.0,F,Indiana Pacers,Domantas Sabonis,2019-20,58.0,34.5,18.3,7.3,13.5,53.8,0.2,1.1,23.0,3.5,4.8,72.9,3.1,9.4,12.5,4.9,2.6,0.8,0.5,3.3,41.8,47.0,4.0,3.3
292,375,6.0,F,Phoenix Suns,Dario Saric,2019-20,55.0,24.3,9.6,3.6,7.9,45.2,1.2,3.6,32.0,1.3,1.5,84.5,1.5,4.4,5.8,1.9,1.3,0.5,0.2,2.2,20.5,8.0,0.0,-1.3
293,376,6.0,G-F,Chicago Bulls,Tomas Satoransky,2019-20,61.0,29.0,10.1,3.7,8.5,43.8,1.0,3.1,33.0,1.7,1.9,87.2,1.1,2.7,3.8,5.5,2.0,1.3,0.1,2.2,25.2,3.0,0.0,-0.8
294,377,6.0,G,Oklahoma City Thunder,Dennis Schroder,2019-20,60.0,31.0,18.9,7.0,14.9,47.0,1.9,5.1,38.0,3.0,3.5,84.4,0.3,3.4,3.8,4.0,2.6,0.7,0.2,2.2,29.4,0.0,0.0,3.8
295,378,6.0,F,Philadelphia 76ers,Mike Scott,2019-20,60.0,17.4,5.6,2.0,5.0,40.4,1.2,3.3,35.7,0.4,0.5,88.9,0.8,2.6,3.4,0.6,0.4,0.3,0.1,1.3,11.5,0.0,0.0,1.5
296,379,6.0,F,Houston Rockets,Thabo Sefolosha,2019-20,40.0,10.7,2.3,0.9,2.3,41.1,0.4,1.4,27.8,0.1,0.2,37.5,0.5,1.8,2.3,0.6,0.4,0.6,0.3,1.1,8.4,0.0,0.0,0.6
297,381,6.0,G,Cleveland Cavaliers,Collin Sexton,2019-20,61.0,32.5,20.2,7.6,16.4,46.4,1.5,3.9,38.8,3.4,4.1,84.3,1.0,2.1,3.1,2.8,2.2,1.0,0.1,2.1,29.2,0.0,0.0,-6.6
298,382,6.0,G,LA Clippers,Landry Shamet,2019-20,44.0,28.2,10.0,3.3,7.6,42.8,2.3,5.8,40.2,1.2,1.3,89.7,0.1,1.8,2.0,1.8,0.8,0.4,0.2,2.8,16.1,0.0,0.0,3.2
299,383,6.0,G,Brooklyn Nets,Iman Shumpert,2019-20,13.0,18.5,4.2,1.6,4.9,32.8,0.6,2.5,24.2,0.3,0.5,57.1,0.7,1.9,2.6,0.9,0.8,0.9,0.2,1.6,11.1,0.0,0.0,-4.0
300,384,6.0,F,Toronto Raptors,Pascal Siakam,2019-20,50.0,35.3,23.7,8.8,19.0,46.1,2.2,6.0,37.0,4.0,5.0,79.3,1.1,6.4,7.5,3.5,2.5,1.0,1.0,2.8,41.3,11.0,0.0,6.6
301,385,6.0,G-F,Philadelphia 76ers,Ben Simmons,2019-20,54.0,35.7,16.7,6.7,11.4,58.5,0.0,0.1,33.3,3.3,5.3,62.7,2.0,5.8,7.8,8.2,3.6,2.1,0.6,3.2,43.0,30.0,6.0,1.5
302,387,6.0,G,Portland Trail Blazers,Anfernee Simons,2019-20,61.0,22.1,9.0,3.3,8.3,40.1,1.2,3.5,34.1,1.2,1.4,81.6,0.4,2.0,2.4,1.5,1.0,0.4,0.1,2.0,14.7,1.0,0.0,-4.0
303,388,6.0,G,Boston Celtics,Marcus Smart,2019-20,49.0,32.2,12.9,4.3,11.5,37.8,2.4,6.8,35.2,1.8,2.2,81.5,0.7,3.0,3.8,5.0,1.6,1.7,0.5,2.7,30.0,2.0,0.0,4.8
304,390,6.0,G,Washington Wizards,Ish Smith,2019-20,60.0,26.2,10.5,4.4,9.7,45.1,0.9,2.5,36.7,0.8,1.2,68.6,0.5,2.7,3.2,4.8,1.3,0.9,0.4,1.4,23.9,0.0,0.0,-1.8
305,393,6.0,G,Philadelphia 76ers,Zhaire Smith,2019-20,7.0,4.6,1.1,0.4,1.6,27.3,0.0,0.4,0.0,0.3,0.6,50.0,0.0,0.3,0.3,0.3,0.3,0.4,0.0,0.6,2.9,0.0,0.0,-1.4
306,394,6.0,G,Detroit Pistons,Tony Snell,2019-20,55.0,27.6,8.1,2.9,6.5,45.1,1.8,4.3,41.0,0.5,0.5,100,0.1,1.7,1.8,2.1,0.5,0.5,0.2,1.7,15.1,0.0,0.0,-3.1
307,398,6.0,G,Indiana Pacers,Edmond Sumner,2019-20,21.0,13.3,4.2,1.7,4.0,42.4,0.4,1.3,28.6,0.4,0.6,61.5,0.4,1.0,1.4,1.3,0.7,0.6,0.3,1.4,9.8,0.0,0.0,-1.4
308,399,6.0,F,Portland Trail Blazers,Caleb Swanigan,2019-20,23.0,11.2,2.8,1.2,2.0,59.6,0.0,0.1,0.0,0.4,0.7,52.9,1.1,2.7,3.8,1.0,1.3,0.1,0.3,2.3,8.9,0.0,0.0,-1.8
309,400,6.0,F,Boston Celtics,Jayson Tatum,2019-20,55.0,34.5,23.5,8.4,18.7,45.0,2.8,7.1,39.6,3.9,4.7,81.6,1.0,6.1,7.1,2.9,2.2,1.3,0.9,2.1,40.9,10.0,0.0,7.9
310,401,6.0,G,Atlanta Hawks,Jeff Teague,2019-20,55.0,25.2,10.9,3.6,8.4,43.0,0.7,2.0,36.0,3.0,3.4,87.2,0.5,2.0,2.4,5.3,2.1,0.8,0.3,1.8,23.1,3.0,0.0,-3.0
311,402,6.0,G-F,Brooklyn Nets,Garrett Temple,2019-20,55.0,28.1,10.3,3.6,9.5,37.8,2.0,6.3,32.4,1.0,1.3,76.7,0.5,2.9,3.5,2.6,1.0,0.8,0.5,1.7,21.0,1.0,0.0,-0.8
312,404,6.0,F,Boston Celtics,Daniel Theis,2019-20,54.0,23.6,9.1,3.6,6.6,55.6,0.4,1.4,29.9,1.4,1.8,76.3,2.3,4.4,6.6,1.6,0.8,0.6,1.3,3.5,24.4,5.0,0.0,3.3
313,405,5.0,G,LA Clippers,Isaiah Thomas,2019-20,40.0,23.1,12.2,4.4,10.7,40.8,2.0,4.7,41.3,1.6,1.9,81.6,0.3,1.4,1.7,3.7,1.9,0.3,0.2,1.9,19.2,1.0,0.0,-5.0
314,406,6.0,G,Detroit Pistons,Khyri Thomas,2019-20,5.0,5.1,1.4,0.4,1.2,33.3,0.4,1.0,40.0,0.2,0.4,50.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.6,2.1,0.0,0.0,-3.2
