,season,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,full_name
350,2019-20,47.0,15.9,7.4,2.9,6.1,47.0,0.6,1.6,36.0,1.1,1.5,75.4,0.4,2.1,2.4,2.3,1.4,0.4,0.2,1.3,14.2,0.0,0.0,0.5,Emmanuel Mudiay
351,2019-20,56.0,24.8,10.6,4.4,9.0,48.5,0.6,1.5,39.3,1.3,1.7,79.8,1.1,4.6,5.8,4.1,1.9,1.7,0.3,2.2,27.6,4.0,0.0,-3.0,Dejounte Murray
352,2019-20,51.0,32.6,18.7,6.9,15.3,45.3,1.8,5.4,34.3,3.0,3.4,88.9,0.7,3.2,3.9,4.7,2.2,1.2,0.3,1.7,32.7,2.0,0.0,4.9,Jamal Murray
353,2019-20,35.0,11.5,4.2,1.4,4.0,36.0,0.4,1.9,23.1,0.9,1.3,75.0,0.5,1.5,2.0,0.9,0.8,0.4,0.0,0.7,8.4,0.0,0.0,-1.2,Dzanan Musa
354,2019-20,40.0,12.2,4.7,1.6,4.0,40.5,1.1,3.0,36.1,0.5,0.6,81.8,0.3,2.0,2.3,0.9,0.4,0.2,0.3,1.2,9.9,0.0,0.0,-0.2,Mike Muscala
355,2019-20,52.0,22.4,8.9,2.9,7.0,42.1,2.0,4.9,41.4,1.0,1.1,86.4,0.3,1.4,1.8,1.7,1.1,0.7,0.1,1.5,14.7,0.0,0.0,0.1,Svi Mykhailiuk
356,2019-20,45.0,15.6,5.9,2.1,4.5,45.8,0.8,2.2,35.7,1.0,1.3,76.7,0.3,1.5,1.8,0.7,0.8,0.4,0.4,1.4,10.7,0.0,0.0,-1.2,Abdel Nader
357,2019-20,52.0,25.5,9.7,3.9,7.5,52.3,0.9,2.8,33.8,0.8,1.2,69.4,1.8,5.4,7.3,2.1,1.0,0.9,0.4,1.7,24.5,10.0,0.0,-3.0,Larry NanceJr.
358,2019-20,47.0,23.5,9.8,3.2,7.9,41.1,1.3,4.2,31.2,2.0,2.4,82.6,0.5,2.3,2.8,4.9,2.1,1.2,0.2,1.8,22.7,2.0,1.0,-1.0,Shabazz Napier
359,2019-20,47.0,11.2,3.9,1.5,3.5,43.6,0.5,1.4,37.3,0.4,0.5,81.8,0.2,0.8,1.1,1.5,0.8,0.4,0.1,0.8,8.4,0.0,0.0,0.4,Raul Neto
360,2019-20,1.0,3.7,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,Malik Newman
361,2019-20,54.0,13.4,5.8,2.1,4.5,45.5,1.3,3.1,41.8,0.4,0.4,86.4,0.2,1.7,2.0,0.6,0.5,0.2,0.1,1.1,9.5,0.0,0.0,-1.3,Georges Niang
362,2019-20,52.0,18.4,7.8,3.2,4.6,68.8,0.0,0.1,33.3,1.4,1.8,76.6,1.5,3.4,4.9,1.0,1.0,1.1,1.5,2.6,21.8,3.0,0.0,0.2,Nerlens Noel
363,2019-20,5.0,8.2,2.0,0.6,2.4,25.0,0.6,1.6,37.5,0.2,0.2,100,0.0,1.2,1.2,0.6,0.6,0.4,0.0,0.8,4.9,0.0,0.0,-5.4,Zach NorvellJr.
364,2019-20,12.0,10.4,3.8,1.3,3.9,34.0,0.3,2.0,12.5,0.9,1.0,91.7,0.3,0.7,0.9,1.2,0.3,0.0,0.1,0.6,6.7,0.0,0.0,0.8,Jaylen Nowell
365,2019-20,52.0,20.9,6.0,2.2,5.7,38.9,0.7,2.4,30.9,0.8,0.9,87.2,0.4,1.8,2.2,3.0,1.3,0.9,0.3,2.5,15.6,0.0,0.0,-1.7,Frank Ntilikina
366,2019-20,58.0,30.1,15.8,6.2,13.8,45.1,2.0,5.7,35.5,1.3,1.6,83.7,0.3,2.4,2.7,3.5,1.6,0.8,0.2,2.3,25.8,0.0,0.0,2.1,Kendrick Nunn
367,2019-20,20.0,13.4,5.2,1.9,3.6,52.1,0.6,1.4,42.9,0.9,1.4,66.7,0.4,1.9,2.3,0.4,0.4,0.6,0.6,1.6,11.6,0.0,0.0,1.8,David Nwaba
368,2019-20,60.0,29.0,6.3,2.2,4.9,45.2,1.3,3.1,41.2,0.6,0.8,75.6,0.4,4.9,5.3,2.5,0.8,0.8,0.4,2.8,19.1,2.0,0.0,3.7,Royce O'Neale
369,2019-20,25.0,10.2,3.5,1.4,2.9,48.6,0.3,0.9,30.4,0.4,0.8,52.6,1.3,2.6,3.8,1.4,0.7,0.2,0.9,1.4,12.7,1.0,0.0,-1.9,Kyle O'Quinn
370,2019-20,57.0,14.1,2.8,0.9,2.3,39.7,0.5,1.4,35.8,0.4,0.5,88.9,0.4,1.5,1.8,0.5,0.2,0.3,0.1,1.1,6.7,0.0,0.0,-0.3,Semi Ojeleye
371,2019-20,28.0,15.1,7.6,3.1,5.1,61.1,0.0,0.1,50.0,1.3,2.1,63.8,1.6,2.6,4.3,1.3,1.3,0.3,0.7,2.3,16.2,2.0,0.0,-4.0,Jahlil Okafor
372,2019-20,52.0,13.3,4.1,1.4,3.4,40.4,0.5,1.3,36.2,0.9,1.3,68.7,0.3,1.4,1.7,2.1,0.7,0.5,0.1,0.9,10.2,0.0,0.0,-0.9,Elie Okobo
373,2019-20,58.0,24.7,8.7,2.8,6.5,42.7,0.7,2.5,25.9,2.5,3.1,79.1,1.4,2.9,4.3,1.6,1.4,1.1,0.4,2.2,19.5,0.0,0.0,-2.2,Josh Okogie
374,2019-20,5.0,5.2,1.4,0.6,1.0,60.0,0.0,0.2,0.0,0.2,0.4,50.0,0.2,0.8,1.0,0.2,0.2,0.4,0.2,0.4,4.5,0.0,0.0,-3.0,KZ Okpala
375,2019-20,10.0,25.5,12.0,4.3,11.7,36.8,1.4,5.3,26.4,2.0,2.6,76.9,0.7,2.0,2.7,2.4,2.0,0.8,0.1,1.3,19.5,0.0,0.0,-1.9,Victor Oladipo
376,2019-20,55.0,19.1,7.9,2.6,5.5,47.4,1.4,3.3,43.0,1.2,1.4,84.8,0.7,3.9,4.5,1.7,1.1,0.7,0.3,2.5,17.7,3.0,0.0,1.3,Kelly Olynyk
377,2019-20,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,-3.0,Miye Oni
378,2019-20,61.0,28.9,10.8,4.0,9.1,44.5,1.8,4.8,37.8,0.9,1.4,64.3,0.5,3.0,3.5,2.4,1.4,0.8,0.2,2.4,20.2,2.0,0.0,-5.4,Cedi Osman
379,2019-20,56.0,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,1.2,5.3,6.4,1.5,1.5,1.3,0.7,3.4,33.2,9.0,0.0,-0.5,Kelly OubreJr.
380,2019-20,3.0,5.1,1.3,0.3,1.7,20.0,0.0,0.7,0.0,0.7,0.7,100,0.7,0.3,1.0,0.0,0.0,0.3,0.0,0.3,3.5,0.0,0.0,-5.3,Tariq Owens
381,2019-20,3.0,14.8,8.3,3.7,7.3,50.0,1.0,2.3,42.9,0.0,0.3,0.0,0.3,0.7,1.0,2.7,1.3,0.3,0.0,2.7,13.2,0.0,0.0,0.0,Jeremy Pargo
382,2019-20,33.0,25.8,14.7,6.0,12.1,49.9,0.9,3.5,26.7,1.7,2.2,74.3,1.6,4.3,5.9,1.8,1.8,1.3,0.5,2.8,27.8,2.0,0.0,-4.1,Jabari Parker
383,2019-20,5.0,10.8,2.8,1.0,3.6,27.8,0.8,2.8,28.6,0.0,0.0,0.0,0.2,1.2,1.4,0.6,0.6,0.8,0.2,0.6,7.8,0.0,0.0,-8.0,Chandler Parsons
384,2019-20,57.0,27.4,13.8,5.3,10.6,49.5,0.6,2.1,29.2,2.6,3.5,76.6,1.4,3.2,4.7,1.9,1.6,0.6,0.2,2.1,23.0,4.0,0.0,-6.4,Eric Paschall
385,2019-20,22.0,17.6,6.5,2.5,4.7,53.4,0.0,0.1,0.0,1.5,2.4,61.5,1.7,2.6,4.3,0.8,1.0,0.4,0.5,2.7,14.4,0.0,0.0,0.5,Anzejs Pasecniks
386,2019-20,49.0,12.1,4.7,1.5,3.7,40.4,1.1,2.8,38.4,0.6,0.7,79.4,0.6,1.8,2.4,0.6,0.3,0.1,0.1,0.8,8.7,0.0,0.0,1.7,Patrick Patterson
387,2019-20,5.0,4.8,1.8,0.8,2.0,40.0,0.2,0.8,25.0,0.0,0.0,0.0,0.2,0.8,1.0,0.4,0.4,0.0,0.0,0.8,3.2,0.0,0.0,-3.2,Justin Patton
388,2019-20,60.0,31.7,17.5,6.2,12.7,48.5,1.6,4.5,36.0,3.6,4.0,89.5,0.3,4.6,5.0,6.7,2.1,1.5,0.1,2.2,36.3,9.0,0.0,4.4,Chris Paul
389,2019-20,40.0,27.6,9.5,4.2,9.8,42.6,0.4,1.6,21.5,0.9,1.7,53.0,1.1,3.5,4.6,7.1,2.1,1.6,0.4,2.1,29.6,5.0,1.0,-1.6,Elfrid Payton
390,2019-20,26.0,15.8,4.3,1.8,4.3,42.0,0.5,1.7,30.2,0.2,0.3,50.0,1.0,1.8,2.8,1.7,0.7,1.2,0.3,1.8,14.0,1.0,0.0,-5.5,Gary PaytonII
391,2019-20,19.0,9.3,2.2,0.9,1.8,51.4,0.0,0.0,0.0,0.3,0.6,50.0,0.8,2.3,3.2,0.4,0.7,0.1,1.3,2.1,10.0,0.0,0.0,-2.6,Norvel Pelle
392,2019-20,30.0,11.7,4.0,1.5,5.1,29.6,0.5,2.6,19.2,0.5,0.5,93.8,0.3,1.4,1.7,1.8,1.1,0.5,0.1,1.1,9.5,0.0,0.0,-0.8,Theo Pinson
393,2019-20,49.0,17.1,7.4,3.0,4.8,62.7,0.0,0.1,0.0,1.5,2.7,54.5,1.8,3.7,5.5,2.4,1.4,0.6,0.6,2.3,19.6,2.0,0.0,0.1,Mason Plumlee
394,2019-20,58.0,16.6,5.3,2.3,3.8,61.9,0.0,0.0,0.0,0.6,1.3,48.6,1.8,3.6,5.3,1.8,0.8,0.5,1.4,1.7,19.4,2.0,0.0,1.0,Jakob Poeltl
395,2019-20,21.0,5.4,1.9,0.8,1.6,48.5,0.0,0.1,50.0,0.3,0.3,85.7,0.5,1.1,1.6,0.3,0.3,0.1,0.3,1.1,5.2,0.0,0.0,-0.6,Vincent Poirier
396,2019-20,4.0,2.6,2.3,0.8,1.3,60.0,0.3,0.5,50.0,0.5,0.5,100,0.0,0.3,0.3,0.5,0.0,0.0,0.3,0.5,4.1,0.0,0.0,0.0,Shamorie Ponds
397,2019-20,54.0,22.4,8.8,2.9,8.9,32.6,1.3,4.7,28.0,1.7,2.1,81.4,0.2,1.9,2.1,2.4,1.2,0.6,0.2,1.7,16.0,0.0,0.0,-3.5,Jordan Poole
398,2019-20,49.0,23.5,10.1,3.8,8.6,44.3,1.1,3.2,33.5,1.5,2.0,72.7,0.4,2.8,3.3,2.2,1.9,0.9,0.3,2.8,19.1,0.0,0.0,-5.8,Kevin PorterJr.
399,2019-20,45.0,14.2,7.8,3.1,6.1,50.4,0.9,2.2,42.9,0.7,1.0,76.7,1.2,3.2,4.3,0.8,0.8,0.4,0.4,1.6,15.8,5.0,0.0,0.2,Michael PorterJr.
400,2019-20,10.0,24.3,11.9,4.2,9.5,44.2,1.9,4.5,42.2,1.6,2.2,72.7,0.8,2.4,3.2,1.7,0.7,0.9,0.4,2.2,21.5,0.0,0.0,1.8,Otto PorterJr.
401,2019-20,61.0,20.9,9.8,3.9,8.7,44.4,1.0,2.9,35.2,1.1,1.4,76.5,1.3,3.9,5.1,1.5,1.1,0.5,0.2,1.7,19.2,5.0,0.0,-3.0,Bobby Portis
402,2019-20,47.0,30.8,19.2,6.6,15.5,42.4,2.5,7.0,35.8,3.6,4.6,77.3,1.6,7.7,9.4,1.6,1.6,0.7,2.0,3.1,39.3,21.0,0.0,5.5,Kristaps Porzingis
403,2019-20,40.0,26.5,9.4,3.7,5.7,63.8,0.3,1.0,25.6,1.9,2.8,66.7,1.9,3.8,5.7,1.5,0.9,0.9,0.6,2.6,21.7,1.0,0.0,4.9,Dwight Powell
404,2019-20,41.0,28.9,15.9,5.7,11.5,49.7,2.0,5.2,39.1,2.4,2.9,83.2,0.6,3.2,3.8,1.7,1.5,1.2,0.4,2.1,26.4,0.0,0.0,3.8,Norman Powell
405,2019-20,60.0,29.1,12.2,4.4,11.5,38.4,2.4,6.8,35.0,1.0,1.3,76.9,0.8,5.2,5.9,1.9,2.0,0.9,0.4,2.5,24.0,8.0,0.0,1.4,Taurean Prince
406,2019-20,59.0,32.6,19.2,7.1,15.7,45.4,1.0,3.7,26.5,3.9,5.5,72.1,2.4,7.4,9.7,3.3,3.0,0.8,0.4,2.7,36.2,27.0,0.0,-3.3,Julius Randle
407,2019-20,2.0,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,Josh Reaves
408,2019-20,54.0,26.6,10.0,3.4,9.4,36.8,1.4,4.2,31.9,1.8,2.2,79.8,0.6,3.1,3.7,1.5,1.6,1.1,0.5,2.3,19.8,0.0,0.0,-4.4,Cam Reddish
409,2019-20,54.0,26.4,14.9,4.6,10.3,45.0,2.9,6.4,45.2,2.7,3.0,90.2,0.2,2.4,2.6,2.0,1.2,0.4,0.2,1.6,21.4,0.0,0.0,0.2,JJ Redick
410,2019-20,26.0,15.1,8.3,3.1,7.6,41.1,1.1,3.2,33.3,1.0,1.4,70.3,1.0,2.8,3.9,1.0,0.6,0.5,0.7,2.7,17.5,1.0,0.0,1.6,Naz Reid
411,2019-20,3.0,12.0,2.3,0.7,3.0,22.2,0.3,2.3,14.3,0.7,0.7,100,0.0,1.7,1.7,0.7,1.0,0.0,0.7,2.3,6.3,0.0,0.0,-3.0,Cameron Reynolds
412,2019-20,47.0,30.7,13.9,5.2,12.1,43.0,1.5,4.5,32.5,2.1,2.6,79.0,0.8,2.6,3.4,3.1,1.9,1.0,0.7,2.5,25.7,0.0,0.0,2.2,Josh Richardson
413,2019-20,56.0,23.3,8.6,3.1,7.3,42.4,1.4,3.9,34.5,1.0,1.5,69.5,0.4,2.0,2.4,1.6,0.6,0.7,0.2,1.8,15.8,0.0,0.0,1.7,Austin Rivers
414,2019-20,57.0,23.0,9.5,4.1,5.6,73.0,0.0,0.0,0.0,1.3,2.3,56.4,3.1,4.0,7.1,0.6,0.6,0.9,1.9,3.2,26.8,7.0,0.0,-2.0,Mitchell Robinson
415,2019-20,57.0,29.3,12.0,4.8,9.9,48.6,1.2,3.2,38.4,1.2,1.4,85.9,1.3,3.0,4.3,1.6,0.9,0.9,0.3,1.6,22.2,1.0,0.0,-5.0,Glenn RobinsonIII
416,2019-20,3.0,3.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,0.5,0.0,0.0,-1.3,Isaiah Roby
417,2019-20,45.0,20.8,7.3,2.9,6.9,42.4,0.9,2.6,33.6,0.6,0.9,66.7,0.5,2.6,3.0,5.0,1.9,0.9,0.0,1.2,19.4,2.0,0.0,1.0,Rajon Rondo
418,2019-20,50.0,26.0,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,0.5,1.9,2.4,5.6,2.5,0.8,0.3,1.0,30.2,4.0,0.0,-1.7,Derrick Rose
419,2019-20,59.0,27.0,14.2,4.8,12.2,39.4,2.4,7.2,33.9,2.2,2.6,84.8,0.2,3.1,3.3,1.2,0.9,1.1,0.3,1.4,23.2,0.0,0.0,-1.3,Terrence Ross
420,2019-20,60.0,34.1,17.5,6.2,14.8,41.6,2.6,6.5,39.0,2.7,3.0,87.9,0.8,3.7,4.5,4.1,2.3,1.0,0.2,2.0,30.3,2.0,0.0,-6.8,Terry Rozier
421,2019-20,54.0,31.4,12.7,4.4,10.6,40.9,1.1,3.2,34.3,2.9,3.4,83.8,0.7,3.7,4.5,8.8,2.7,1.5,0.2,2.5,33.6,19.0,1.0,1.9,Ricky Rubio
422,2019-20,41.0,32.4,23.6,8.2,19.1,43.1,3.6,9.7,37.4,3.5,4.3,80.3,0.4,3.4,3.8,6.5,3.2,1.0,0.3,2.0,38.8,3.0,0.0,-6.7,D'Angelo Russell
423,2019-20,58.0,34.5,18.3,7.3,13.5,53.8,0.2,1.1,23.0,3.5,4.8,72.9,3.1,9.4,12.5,4.9,2.6,0.8,0.5,3.3,41.8,47.0,4.0,3.3,Domantas Sabonis
424,2019-20,4.0,5.6,2.5,0.8,1.5,50.0,0.3,0.5,50.0,0.8,1.0,75.0,1.0,0.3,1.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-3.3,Luka Samanic
425,2019-20,22.0,12.7,3.9,1.8,3.1,58.8,0.1,0.5,16.7,0.2,0.5,40.0,0.5,1.6,2.1,0.2,0.3,0.4,0.4,1.7,8.7,0.0,0.0,-0.4,JaKarr Sampson
426,2019-20,55.0,24.3,9.6,3.6,7.9,45.2,1.2,3.6,32.0,1.3,1.5,84.5,1.5,4.4,5.8,1.9,1.3,0.5,0.2,2.2,20.5,8.0,0.0,-1.3,Dario Saric
427,2019-20,61.0,29.0,10.1,3.7,8.5,43.8,1.0,3.1,33.0,1.7,1.9,87.2,1.1,2.7,3.8,5.5,2.0,1.3,0.1,2.2,25.2,3.0,0.0,-0.8,Tomas Satoransky
428,2019-20,26.0,11.2,3.2,1.2,2.9,40.0,0.5,1.8,29.8,0.3,0.5,69.2,0.2,1.1,1.3,0.5,0.3,0.3,0.1,1.6,6.6,0.0,0.0,-1.2,Admiral Schofield
429,2019-20,60.0,31.0,18.9,7.0,14.9,47.0,1.9,5.1,38.0,3.0,3.5,84.4,0.3,3.4,3.8,4.0,2.6,0.7,0.2,2.2,29.4,0.0,0.0,3.8,Dennis Schroder
430,2019-20,60.0,17.4,5.6,2.0,5.0,40.4,1.2,3.3,35.7,0.4,0.5,88.9,0.8,2.6,3.4,0.6,0.4,0.3,0.1,1.3,11.5,0.0,0.0,1.5,Mike Scott
431,2019-20,40.0,10.7,2.3,0.9,2.3,41.1,0.4,1.4,27.8,0.1,0.2,37.5,0.5,1.8,2.3,0.6,0.4,0.6,0.3,1.1,8.4,0.0,0.0,0.6,Thabo Sefolosha
432,2019-20,61.0,32.5,20.2,7.6,16.4,46.4,1.5,3.9,38.8,3.4,4.1,84.3,1.0,2.1,3.1,2.8,2.2,1.0,0.1,2.1,29.2,0.0,0.0,-6.6,Collin Sexton
433,2019-20,44.0,28.2,10.0,3.3,7.6,42.8,2.3,5.8,40.2,1.2,1.3,89.7,0.1,1.8,2.0,1.8,0.8,0.4,0.2,2.8,16.1,0.0,0.0,3.2,Landry Shamet
434,2019-20,2.0,5.2,1.5,0.5,2.5,20.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5,0.0,0.0,0.0,3.6,0.0,0.0,-5.0,Marial Shayok
435,2019-20,13.0,18.5,4.2,1.6,4.9,32.8,0.6,2.5,24.2,0.3,0.5,57.1,0.7,1.9,2.6,0.9,0.8,0.9,0.2,1.6,11.1,0.0,0.0,-4.0,Iman Shumpert
436,2019-20,50.0,35.3,23.7,8.8,19.0,46.1,2.2,6.0,37.0,4.0,5.0,79.3,1.1,6.4,7.5,3.5,2.5,1.0,1.0,2.8,41.3,11.0,0.0,6.6,Pascal Siakam
437,2019-20,40.0,7.7,3.0,1.1,1.7,62.3,0.0,0.1,0.0,0.9,1.2,69.4,1.4,1.4,2.7,0.5,0.8,0.2,0.5,2.0,8.3,0.0,0.0,-0.7,Chris Silva
438,2019-20,54.0,35.7,16.7,6.7,11.4,58.5,0.0,0.1,33.3,3.3,5.3,62.7,2.0,5.8,7.8,8.2,3.6,2.1,0.6,3.2,43.0,30.0,6.0,1.5,Ben Simmons
439,2019-20,4.0,11.9,4.3,1.5,4.3,35.3,0.5,1.3,40.0,0.8,0.8,100,0.3,1.3,1.5,2.0,1.5,0.8,0.0,1.5,9.8,0.0,0.0,0.5,Kobi Simmons
440,2019-20,61.0,22.1,9.0,3.3,8.3,40.1,1.2,3.5,34.1,1.2,1.4,81.6,0.4,2.0,2.4,1.5,1.0,0.4,0.1,2.0,14.7,1.0,0.0,-4.0,Anfernee Simons
441,2019-20,14.0,9.9,4.2,1.4,2.9,50.0,0.2,0.9,23.1,1.1,1.4,84.2,0.7,1.2,1.9,0.9,0.8,0.2,0.3,1.0,8.6,0.0,0.0,-0.6,Alen Smailagic
442,2019-20,49.0,32.2,12.9,4.3,11.5,37.8,2.4,6.8,35.2,1.8,2.2,81.5,0.7,3.0,3.8,5.0,1.6,1.7,0.5,2.7,30.0,2.0,0.0,4.8,Marcus Smart
443,2019-20,60.0,26.2,10.5,4.4,9.7,45.1,0.9,2.5,36.7,0.8,1.2,68.6,0.5,2.7,3.2,4.8,1.3,0.9,0.4,1.4,23.9,0.0,0.0,-1.8,Ish Smith
444,2019-20,7.0,4.6,1.1,0.4,1.6,27.3,0.0,0.4,0.0,0.3,0.6,50.0,0.0,0.3,0.3,0.3,0.3,0.4,0.0,0.6,2.9,0.0,0.0,-1.4,Zhaire Smith
445,2019-20,34.0,15.8,5.5,2.1,6.2,34.1,0.5,1.6,29.6,0.8,1.6,50.9,0.6,1.7,2.3,2.9,1.7,0.8,0.2,1.9,14.0,0.0,0.0,-5.7,Dennis SmithJr.
446,2019-20,55.0,27.6,8.1,2.9,6.5,45.1,1.8,4.3,41.0,0.5,0.5,100,0.1,1.7,1.8,2.1,0.5,0.5,0.2,1.7,15.1,0.0,0.0,-3.1,Tony Snell
447,2019-20,2.0,3.1,2.5,1.0,1.5,66.7,0.0,0.5,0.0,0.5,0.5,100,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,3.1,0.0,0.0,7.5,Max Strus
448,2019-20,21.0,13.3,4.2,1.7,4.0,42.4,0.4,1.3,28.6,0.4,0.6,61.5,0.4,1.0,1.4,1.3,0.7,0.6,0.3,1.4,9.8,0.0,0.0,-1.4,Edmond Sumner
449,2019-20,23.0,11.2,2.8,1.2,2.0,59.6,0.0,0.1,0.0,0.4,0.7,52.9,1.1,2.7,3.8,1.0,1.3,0.1,0.3,2.3,8.9,0.0,0.0,-1.8,Caleb Swanigan
450,2019-20,55.0,34.5,23.5,8.4,18.7,45.0,2.8,7.1,39.6,3.9,4.7,81.6,1.0,6.1,7.1,2.9,2.2,1.3,0.9,2.1,40.9,10.0,0.0,7.9,Jayson Tatum
451,2019-20,55.0,25.2,10.9,3.6,8.4,43.0,0.7,2.0,36.0,3.0,3.4,87.2,0.5,2.0,2.4,5.3,2.1,0.8,0.3,1.8,23.1,3.0,0.0,-3.0,Jeff Teague
452,2019-20,55.0,28.1,10.3,3.6,9.5,37.8,2.0,6.3,32.4,1.0,1.3,76.7,0.5,2.9,3.5,2.6,1.0,0.8,0.5,1.7,21.0,1.0,0.0,-0.8,Garrett Temple
453,2019-20,54.0,23.6,9.1,3.6,6.6,55.6,0.4,1.4,29.9,1.4,1.8,76.3,2.3,4.4,6.6,1.6,0.8,0.6,1.3,3.5,24.4,5.0,0.0,3.3,Daniel Theis
454,2019-20,40.0,23.1,12.2,4.4,10.7,40.8,2.0,4.7,41.3,1.6,1.9,81.6,0.3,1.4,1.7,3.7,1.9,0.3,0.2,1.9,19.2,1.0,0.0,-5.0,Isaiah Thomas
455,2019-20,5.0,5.1,1.4,0.4,1.2,33.3,0.4,1.0,40.0,0.2,0.4,50.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.6,2.1,0.0,0.0,-3.2,Khyri Thomas
456,2019-20,30.0,9.9,4.6,1.6,3.3,49.5,1.1,2.3,49.3,0.2,0.3,75.0,0.2,1.2,1.4,0.6,0.3,0.2,0.0,0.9,7.5,0.0,0.0,1.0,Matt Thomas
